club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Olympique de Marseille;RC Strasbourg;2;2;06/05/2006;20:00;;2006;37
AS Nancy-Lorraine;AJ Auxerre;1;3;06/05/2006;20:00;;2006;37
FC Nantes;Girondins de Bordeaux;0;1;06/05/2006;20:00;;2006;37
OGC Nice;FC Metz;2;1;06/05/2006;20:00;;2006;37
Paris Saint-Germain;AC Ajaccio;2;4;06/05/2006;20:00;;2006;37
AS Saint-Etienne;Stade Rennais FC;0;0;06/05/2006;20:00;;2006;37
FC Sochaux-Montbéliard;ESTAC Troyes;1;1;06/05/2006;20:00;;2006;37
Toulouse FC;AS Monaco;3;3;06/05/2006;20:00;;2006;37
AC Ajaccio;AS Saint-Etienne;3;1;13/05/2006;20:00;;2006;38
AJ Auxerre;RC Strasbourg;4;0;13/05/2006;20:00;;2006;38
Girondins de Bordeaux;Olympique de Marseille;1;1;13/05/2006;20:00;;2006;38
RC Lens;FC Nantes;3;1;13/05/2006;20:00;;2006;38
Olympique Lyonnais;Le Mans FC;8;1;13/05/2006;20:00;;2006;38
FC Metz;Paris Saint-Germain;1;0;13/05/2006;20:00;;2006;38
AS Monaco;AS Nancy-Lorraine;2;2;13/05/2006;20:00;;2006;38
Stade Rennais FC;LOSC Lille;2;2;13/05/2006;20:00;;2006;38
Toulouse FC;FC Sochaux-Montbéliard;1;2;13/05/2006;20:00;;2006;38
ESTAC Troyes;OGC Nice;1;2;13/05/2006;20:00;;2006;38
FC Nantes;Olympique Lyonnais;1;3;04/08/2006;21:00;;2007;1
Stade Rennais FC;LOSC Lille;1;2;05/08/2006;17:15;;2007;1
AJ Auxerre;Valenciennes FC;1;1;05/08/2006;20:00;;2007;1
Girondins de Bordeaux;Toulouse FC;2;0;05/08/2006;20:00;;2007;1
Le Mans FC;OGC Nice;1;0;05/08/2006;20:00;;2007;1
RC Lens;ESTAC Troyes;1;0;05/08/2006;20:00;;2007;1
AS Nancy-Lorraine;AS Monaco;1;0;05/08/2006;20:00;;2007;1
Paris Saint-Germain;FC Lorient;2;3;05/08/2006;20:00;;2007;1
AS Saint-Etienne;FC Sochaux-Montbéliard;1;2;05/08/2006;20:00;;2007;1
CS Sedan;Olympique de Marseille;0;0;06/08/2006;18:00;;2007;1
FC Lorient;Girondins de Bordeaux;0;1;12/08/2006;17:15;;2007;2
Olympique Lyonnais;Toulouse FC;1;1;12/08/2006;20:00;;2007;2
AS Monaco;AS Saint-Etienne;1;2;12/08/2006;20:00;;2007;2
AS Nancy-Lorraine;CS Sedan;3;1;12/08/2006;20:00;;2007;2
OGC Nice;FC Nantes;1;1;12/08/2006;20:00;;2007;2
FC Sochaux-Montbéliard;AJ Auxerre;1;1;12/08/2006;20:00;;2007;2
ESTAC Troyes;Le Mans FC;2;2;12/08/2006;20:00;;2007;2
Valenciennes FC;Paris Saint-Germain;0;0;12/08/2006;20:00;;2007;2
LOSC Lille;RC Lens;4;0;13/08/2006;18:00;;2007;2
Olympique de Marseille;Stade Rennais FC;2;0;13/08/2006;21:00;;2007;2
AJ Auxerre;Olympique de Marseille;0;3;19/08/2006;17:15;;2007;3
Le Mans FC;Valenciennes FC;3;2;19/08/2006;20:00;;2007;3
RC Lens;FC Lorient;1;1;19/08/2006;20:00;;2007;3
FC Nantes;ESTAC Troyes;1;1;19/08/2006;20:00;;2007;3
Paris Saint-Germain;LOSC Lille;1;0;19/08/2006;20:00;;2007;3
Stade Rennais FC;AS Monaco;1;1;19/08/2006;20:00;;2007;3
AS Saint-Etienne;AS Nancy-Lorraine;1;0;19/08/2006;20:00;;2007;3
CS Sedan;FC Sochaux-Montbéliard;1;1;19/08/2006;20:00;;2007;3
Toulouse FC;OGC Nice;1;0;20/08/2006;18:00;;2007;3
Girondins de Bordeaux;Olympique Lyonnais;1;2;20/08/2006;21:00;;2007;3
OGC Nice;Olympique Lyonnais;1;4;26/08/2006;17:15;;2007;4
LOSC Lille;Girondins de Bordeaux;3;0;26/08/2006;20:00;;2007;4
FC Lorient;FC Nantes;3;1;26/08/2006;20:00;;2007;4
FC Sochaux-Montbéliard;Paris Saint-Germain;3;2;26/08/2006;20:00;;2007;4
ESTAC Troyes;Toulouse FC;1;2;26/08/2006;20:00;;2007;4
Olympique de Marseille;Le Mans FC;2;0;27/08/2006;18:00;;2007;4
AS Monaco;CS Sedan;2;1;27/08/2006;18:00;;2007;4
AS Nancy-Lorraine;AJ Auxerre;1;0;27/08/2006;18:00;;2007;4
Valenciennes FC;Stade Rennais FC;3;1;27/08/2006;18:00;;2007;4
AS Saint-Etienne;RC Lens;3;2;27/08/2006;21:00;;2007;4
Girondins de Bordeaux;OGC Nice;3;2;09/09/2006;17:15;;2007;5
AJ Auxerre;AS Monaco;2;1;09/09/2006;20:00;;2007;5
Le Mans FC;FC Lorient;1;1;09/09/2006;20:00;;2007;5
RC Lens;Valenciennes FC;3;0;09/09/2006;20:00;;2007;5
Olympique Lyonnais;ESTAC Troyes;2;0;09/09/2006;20:00;;2007;5
FC Nantes;LOSC Lille;1;1;09/09/2006;20:00;;2007;5
Stade Rennais FC;FC Sochaux-Montbéliard;2;1;09/09/2006;20:00;;2007;5
CS Sedan;AS Saint-Etienne;2;2;09/09/2006;20:00;;2007;5
Toulouse FC;AS Nancy-Lorraine;2;2;10/09/2006;18:00;;2007;5
Paris Saint-Germain;Olympique de Marseille;1;3;10/09/2006;21:00;;2007;5
CS Sedan;Le Mans FC;1;2;16/09/2006;17:15;;2007;6
LOSC Lille;Toulouse FC;1;3;16/09/2006;20:00;;2007;6
FC Lorient;Olympique Lyonnais;1;3;16/09/2006;20:00;;2007;6
ESTAC Troyes;OGC Nice;2;0;16/09/2006;20:00;;2007;6
Valenciennes FC;FC Nantes;1;0;16/09/2006;20:00;;2007;6
AS Monaco;Paris Saint-Germain;1;2;17/09/2006;18:00;;2007;6
AS Nancy-Lorraine;Stade Rennais FC;0;0;17/09/2006;18:00;;2007;6
AS Saint-Etienne;AJ Auxerre;2;3;17/09/2006;18:00;;2007;6
FC Sochaux-Montbéliard;RC Lens;0;3;17/09/2006;18:00;;2007;6
Olympique de Marseille;Girondins de Bordeaux;2;1;17/09/2006;21:00;;2007;6
Olympique Lyonnais;LOSC Lille;4;1;23/09/2006;17:15;;2007;7
AJ Auxerre;CS Sedan;2;2;23/09/2006;20:00;;2007;7
Girondins de Bordeaux;ESTAC Troyes;2;1;23/09/2006;20:00;;2007;7
Le Mans FC;FC Sochaux-Montbéliard;2;2;23/09/2006;20:00;;2007;7
OGC Nice;Valenciennes FC;2;0;23/09/2006;20:00;;2007;7
Paris Saint-Germain;AS Nancy-Lorraine;0;0;23/09/2006;20:00;;2007;7
Stade Rennais FC;AS Saint-Etienne;0;0;23/09/2006;20:00;;2007;7
Toulouse FC;FC Lorient;0;0;23/09/2006;20:00;;2007;7
RC Lens;AS Monaco;1;0;24/09/2006;18:30;;2007;7
FC Nantes;Olympique de Marseille;2;1;24/09/2006;21:00;;2007;7
FC Sochaux-Montbéliard;Olympique Lyonnais;0;1;30/09/2006;17:15;;2007;8
LOSC Lille;OGC Nice;1;0;30/09/2006;20:00;;2007;8
FC Lorient;ESTAC Troyes;0;0;30/09/2006;20:00;;2007;8
AS Monaco;Le Mans FC;2;1;30/09/2006;20:00;;2007;8
CS Sedan;Stade Rennais FC;1;0;30/09/2006;20:00;;2007;8
Valenciennes FC;Girondins de Bordeaux;2;0;30/09/2006;20:00;;2007;8
AJ Auxerre;FC Nantes;1;0;01/10/2006;18:00;;2007;8
Olympique de Marseille;Toulouse FC;3;0;01/10/2006;18:00;;2007;8
AS Nancy-Lorraine;RC Lens;2;1;01/10/2006;18:00;;2007;8
AS Saint-Etienne;Paris Saint-Germain;1;0;01/10/2006;21:00;;2007;8
Olympique Lyonnais;AS Saint-Etienne;2;1;14/10/2006;17:00;;2007;9
Girondins de Bordeaux;AS Monaco;1;0;14/10/2006;20:00;;2007;9
FC Nantes;FC Sochaux-Montbéliard;0;2;14/10/2006;20:00;;2007;9
OGC Nice;FC Lorient;3;0;14/10/2006;20:00;;2007;9
Paris Saint-Germain;CS Sedan;4;2;14/10/2006;20:00;;2007;9
Stade Rennais FC;AJ Auxerre;3;1;14/10/2006;20:00;;2007;9
Toulouse FC;Valenciennes FC;3;0;14/10/2006;20:00;;2007;9
ESTAC Troyes;LOSC Lille;1;1;14/10/2006;20:00;;2007;9
Le Mans FC;AS Nancy-Lorraine;0;0;15/10/2006;18:00;;2007;9
RC Lens;Olympique de Marseille;1;1;15/10/2006;21:00;;2007;9
LOSC Lille;FC Lorient;1;0;21/10/2006;17:15;;2007;10
AS Monaco;Toulouse FC;1;3;21/10/2006;20:00;;2007;10
AS Nancy-Lorraine;FC Nantes;1;0;21/10/2006;20:00;;2007;10
Stade Rennais FC;OGC Nice;1;0;21/10/2006;20:00;;2007;10
AS Saint-Etienne;Le Mans FC;2;0;21/10/2006;20:00;;2007;10
CS Sedan;RC Lens;2;2;21/10/2006;20:00;;2007;10
FC Sochaux-Montbéliard;Girondins de Bordeaux;2;1;21/10/2006;20:00;;2007;10
Valenciennes FC;ESTAC Troyes;3;1;21/10/2006;20:00;;2007;10
AJ Auxerre;Paris Saint-Germain;0;0;22/10/2006;17:30;;2007;10
Olympique de Marseille;Olympique Lyonnais;1;4;22/10/2006;21:00;;2007;10
RC Lens;AJ Auxerre;1;0;28/10/2006;17:15;;2007;11
Girondins de Bordeaux;CS Sedan;3;1;28/10/2006;20:00;;2007;11
Le Mans FC;LOSC Lille;1;1;28/10/2006;20:00;;2007;11
FC Lorient;Valenciennes FC;1;0;28/10/2006;20:00;;2007;11
FC Nantes;AS Monaco;1;0;28/10/2006;20:00;;2007;11
Paris Saint-Germain;Stade Rennais FC;1;0;28/10/2006;20:00;;2007;11
Toulouse FC;FC Sochaux-Montbéliard;1;2;28/10/2006;20:00;;2007;11
ESTAC Troyes;AS Saint-Etienne;3;1;28/10/2006;20:00;;2007;11
OGC Nice;Olympique de Marseille;2;1;29/10/2006;18:00;;2007;11
Olympique Lyonnais;AS Nancy-Lorraine;1;0;29/10/2006;21:00;;2007;11
Stade Rennais FC;Olympique Lyonnais;1;0;04/11/2006;17:15;;2007;12
AJ Auxerre;Le Mans FC;2;3;04/11/2006;20:00;;2007;12
Olympique de Marseille;FC Lorient;0;1;04/11/2006;20:00;;2007;12
AS Monaco;OGC Nice;0;0;04/11/2006;20:00;;2007;12
AS Saint-Etienne;Toulouse FC;3;0;04/11/2006;20:00;;2007;12
CS Sedan;FC Nantes;1;1;04/11/2006;20:00;;2007;12
FC Sochaux-Montbéliard;ESTAC Troyes;1;0;04/11/2006;20:00;;2007;12
Valenciennes FC;LOSC Lille;0;3;04/11/2006;20:00;;2007;12
AS Nancy-Lorraine;Girondins de Bordeaux;2;1;05/11/2006;18:30;;2007;12
Paris Saint-Germain;RC Lens;1;3;05/11/2006;21:00;;2007;12
Olympique Lyonnais;Valenciennes FC;2;1;10/11/2006;20:30;;2007;13
Girondins de Bordeaux;AJ Auxerre;0;0;11/11/2006;17:15;;2007;13
Le Mans FC;Paris Saint-Germain;1;1;11/11/2006;20:00;;2007;13
RC Lens;Stade Rennais FC;0;0;11/11/2006;20:00;;2007;13
FC Lorient;AS Nancy-Lorraine;2;0;11/11/2006;20:00;;2007;13
FC Nantes;AS Saint-Etienne;2;2;11/11/2006;20:00;;2007;13
OGC Nice;FC Sochaux-Montbéliard;0;0;11/11/2006;20:00;;2007;13
Toulouse FC;CS Sedan;3;1;11/11/2006;20:00;;2007;13
ESTAC Troyes;AS Monaco;0;4;12/11/2006;18:00;;2007;13
LOSC Lille;Olympique de Marseille;1;0;12/11/2006;21:00;;2007;13
FC Sochaux-Montbéliard;LOSC Lille;0;0;18/11/2006;17:10;;2007;14
RC Lens;FC Nantes;2;0;18/11/2006;20:30;;2007;14
AS Monaco;FC Lorient;2;2;18/11/2006;20:30;;2007;14
AS Nancy-Lorraine;ESTAC Troyes;1;0;18/11/2006;20:30;;2007;14
Paris Saint-Germain;Girondins de Bordeaux;0;2;18/11/2006;20:30;;2007;14
Stade Rennais FC;Le Mans FC;1;1;18/11/2006;20:30;;2007;14
AS Saint-Etienne;OGC Nice;2;1;18/11/2006;20:30;;2007;14
CS Sedan;Olympique Lyonnais;0;1;18/11/2006;20:30;;2007;14
AJ Auxerre;Toulouse FC;1;0;19/11/2006;18:00;;2007;14
Olympique de Marseille;Valenciennes FC;1;0;19/11/2006;21:00;;2007;14
ESTAC Troyes;Olympique de Marseille;1;1;25/11/2006;17:10;;2007;15
Girondins de Bordeaux;AS Saint-Etienne;1;0;25/11/2006;20:00;;2007;15
LOSC Lille;AS Monaco;1;1;25/11/2006;20:00;;2007;15
FC Lorient;FC Sochaux-Montbéliard;1;3;25/11/2006;20:00;;2007;15
OGC Nice;CS Sedan;2;2;25/11/2006;20:00;;2007;15
Toulouse FC;Stade Rennais FC;1;0;25/11/2006;20:00;;2007;15
Le Mans FC;RC Lens;1;1;26/11/2006;18:00;;2007;15
FC Nantes;Paris Saint-Germain;1;1;26/11/2006;18:00;;2007;15
Valenciennes FC;AS Nancy-Lorraine;1;0;26/11/2006;18:00;;2007;15
Olympique Lyonnais;AJ Auxerre;1;0;26/11/2006;21:00;;2007;15
Le Mans FC;Olympique Lyonnais;0;1;02/12/2006;17:10;;2007;16
AJ Auxerre;OGC Nice;0;0;02/12/2006;20:00;;2007;16
RC Lens;Girondins de Bordeaux;3;0;02/12/2006;20:00;;2007;16
AS Monaco;Valenciennes FC;3;0;02/12/2006;20:00;;2007;16
Stade Rennais FC;FC Nantes;2;0;02/12/2006;20:00;;2007;16
AS Saint-Etienne;FC Lorient;2;0;02/12/2006;20:00;;2007;16
CS Sedan;ESTAC Troyes;1;2;02/12/2006;20:00;;2007;16
FC Sochaux-Montbéliard;Olympique de Marseille;1;0;03/12/2006;18:00;;2007;16
AS Nancy-Lorraine;LOSC Lille;1;3;03/12/2006;21:00;;2007;16
Paris Saint-Germain;Toulouse FC;0;0;17/01/2007;20:30;;2007;16
Toulouse FC;RC Lens;0;1;09/12/2006;17:10;;2007;17
Girondins de Bordeaux;Stade Rennais FC;1;2;09/12/2006;20:00;;2007;17
FC Lorient;CS Sedan;2;0;09/12/2006;20:00;;2007;17
Olympique de Marseille;AS Monaco;2;1;09/12/2006;20:00;;2007;17
FC Nantes;Le Mans FC;0;0;09/12/2006;20:00;;2007;17
OGC Nice;AS Nancy-Lorraine;0;0;09/12/2006;20:00;;2007;17
ESTAC Troyes;AJ Auxerre;3;3;09/12/2006;20:00;;2007;17
Valenciennes FC;FC Sochaux-Montbéliard;0;0;09/12/2006;20:00;;2007;17
LOSC Lille;AS Saint-Etienne;2;2;10/12/2006;18:00;;2007;17
Olympique Lyonnais;Paris Saint-Germain;3;1;10/12/2006;21:00;;2007;17
AS Nancy-Lorraine;Olympique de Marseille;2;0;16/12/2006;17:10;;2007;18
Le Mans FC;Toulouse FC;2;0;16/12/2006;20:00;;2007;18
AS Monaco;FC Sochaux-Montbéliard;3;0;16/12/2006;20:00;;2007;18
FC Nantes;Girondins de Bordeaux;0;0;16/12/2006;20:00;;2007;18
Stade Rennais FC;ESTAC Troyes;1;1;16/12/2006;20:00;;2007;18
AS Saint-Etienne;Valenciennes FC;3;0;16/12/2006;20:00;;2007;18
CS Sedan;LOSC Lille;2;0;16/12/2006;20:00;;2007;18
Paris Saint-Germain;OGC Nice;0;0;17/12/2006;15:00;;2007;18
AJ Auxerre;FC Lorient;2;1;17/12/2006;18:00;;2007;18
RC Lens;Olympique Lyonnais;0;4;17/12/2006;21:00;;2007;18
Olympique de Marseille;AS Saint-Etienne;2;1;22/12/2006;21:00;;2007;19
FC Sochaux-Montbéliard;AS Nancy-Lorraine;2;1;23/12/2006;15:00;;2007;19
ESTAC Troyes;Paris Saint-Germain;1;1;23/12/2006;15:00;;2007;19
Olympique Lyonnais;AS Monaco;0;0;23/12/2006;17:10;;2007;19
Girondins de Bordeaux;Le Mans FC;1;0;23/12/2006;20:00;;2007;19
LOSC Lille;AJ Auxerre;1;1;23/12/2006;20:00;;2007;19
FC Lorient;Stade Rennais FC;0;0;23/12/2006;20:00;;2007;19
OGC Nice;RC Lens;1;2;23/12/2006;20:00;;2007;19
Toulouse FC;FC Nantes;0;4;23/12/2006;20:00;;2007;19
Valenciennes FC;CS Sedan;2;1;23/12/2006;20:00;;2007;19
Paris Saint-Germain;Valenciennes FC;1;2;13/01/2007;15:00;;2007;20
RC Lens;LOSC Lille;1;1;13/01/2007;17:10;;2007;20
AJ Auxerre;FC Sochaux-Montbéliard;1;0;13/01/2007;20:00;;2007;20
Girondins de Bordeaux;FC Lorient;1;1;13/01/2007;20:00;;2007;20
Le Mans FC;ESTAC Troyes;2;0;13/01/2007;20:00;;2007;20
FC Nantes;OGC Nice;1;0;13/01/2007;20:00;;2007;20
CS Sedan;AS Nancy-Lorraine;2;2;13/01/2007;20:00;;2007;20
Toulouse FC;Olympique Lyonnais;2;0;13/01/2007;20:00;;2007;20
AS Saint-Etienne;AS Monaco;0;1;14/01/2007;18:00;;2007;20
Stade Rennais FC;Olympique de Marseille;0;2;14/01/2007;21:00;;2007;20
Olympique de Marseille;AJ Auxerre;3;1;24/01/2007;17:00;;2007;21
LOSC Lille;Paris Saint-Germain;1;0;24/01/2007;18:00;;2007;21
FC Lorient;RC Lens;1;0;24/01/2007;20:30;;2007;21
AS Monaco;Stade Rennais FC;0;2;24/01/2007;20:30;;2007;21
OGC Nice;Toulouse FC;0;1;24/01/2007;20:30;;2007;21
FC Sochaux-Montbéliard;CS Sedan;1;1;24/01/2007;20:30;;2007;21
ESTAC Troyes;FC Nantes;1;0;24/01/2007;20:30;;2007;21
Valenciennes FC;Le Mans FC;1;1;24/01/2007;20:30;;2007;21
Olympique Lyonnais;Girondins de Bordeaux;1;2;24/01/2007;20:45;;2007;21
AS Nancy-Lorraine;AS Saint-Etienne;0;2;25/01/2007;21:00;;2007;21
Le Mans FC;Olympique de Marseille;2;0;27/01/2007;17:10;;2007;22
Girondins de Bordeaux;LOSC Lille;0;1;27/01/2007;20:00;;2007;22
Olympique Lyonnais;OGC Nice;1;1;27/01/2007;20:00;;2007;22
FC Nantes;FC Lorient;0;2;27/01/2007;20:00;;2007;22
Paris Saint-Germain;FC Sochaux-Montbéliard;0;0;27/01/2007;20:00;;2007;22
Stade Rennais FC;Valenciennes FC;1;0;27/01/2007;20:00;;2007;22
CS Sedan;AS Monaco;0;1;27/01/2007;20:00;;2007;22
Toulouse FC;ESTAC Troyes;1;1;27/01/2007;20:00;;2007;22
AJ Auxerre;AS Nancy-Lorraine;2;0;28/01/2007;18:00;;2007;22
RC Lens;AS Saint-Etienne;3;3;28/01/2007;21:00;;2007;22
LOSC Lille;FC Nantes;0;0;03/02/2007;17:10;;2007;23
FC Lorient;Le Mans FC;2;1;03/02/2007;20:00;;2007;23
AS Monaco;AJ Auxerre;2;1;03/02/2007;20:00;;2007;23
AS Nancy-Lorraine;Toulouse FC;2;1;03/02/2007;20:00;;2007;23
OGC Nice;Girondins de Bordeaux;2;1;03/02/2007;20:00;;2007;23
AS Saint-Etienne;CS Sedan;1;2;03/02/2007;20:00;;2007;23
FC Sochaux-Montbéliard;Stade Rennais FC;0;0;03/02/2007;20:00;;2007;23
Valenciennes FC;RC Lens;1;3;03/02/2007;20:00;;2007;23
ESTAC Troyes;Olympique Lyonnais;1;0;04/02/2007;18:00;;2007;23
Olympique de Marseille;Paris Saint-Germain;1;1;04/02/2007;21:00;;2007;23
Paris Saint-Germain;AS Monaco;4;2;10/02/2007;17:10;;2007;24
AJ Auxerre;AS Saint-Etienne;1;1;10/02/2007;20:00;;2007;24
Le Mans FC;CS Sedan;3;2;10/02/2007;20:00;;2007;24
Olympique Lyonnais;FC Lorient;1;0;10/02/2007;20:00;;2007;24
FC Nantes;Valenciennes FC;2;5;10/02/2007;20:00;;2007;24
OGC Nice;ESTAC Troyes;3;0;10/02/2007;20:00;;2007;24
Stade Rennais FC;AS Nancy-Lorraine;1;1;10/02/2007;20:00;;2007;24
Toulouse FC;LOSC Lille;1;0;10/02/2007;20:00;;2007;24
RC Lens;FC Sochaux-Montbéliard;3;1;11/02/2007;18:00;;2007;24
Girondins de Bordeaux;Olympique de Marseille;1;0;11/02/2007;21:00;;2007;24
LOSC Lille;Olympique Lyonnais;1;2;16/02/2007;21:00;;2007;25
AS Saint-Etienne;Stade Rennais FC;1;3;17/02/2007;17:10;;2007;25
FC Lorient;Toulouse FC;0;1;17/02/2007;20:00;;2007;25
AS Nancy-Lorraine;Paris Saint-Germain;0;3;17/02/2007;20:00;;2007;25
CS Sedan;AJ Auxerre;2;2;17/02/2007;20:00;;2007;25
FC Sochaux-Montbéliard;Le Mans FC;2;0;17/02/2007;20:00;;2007;25
ESTAC Troyes;Girondins de Bordeaux;1;0;17/02/2007;20:00;;2007;25
Valenciennes FC;OGC Nice;0;1;17/02/2007;20:00;;2007;25
AS Monaco;RC Lens;0;0;18/02/2007;18:00;;2007;25
Olympique de Marseille;FC Nantes;0;0;18/02/2007;21:00;;2007;25
Toulouse FC;Olympique de Marseille;3;0;24/02/2007;17:10;;2007;26
Le Mans FC;AS Monaco;0;2;24/02/2007;20:00;;2007;26
Olympique Lyonnais;FC Sochaux-Montbéliard;3;3;24/02/2007;20:00;;2007;26
FC Nantes;AJ Auxerre;1;1;24/02/2007;20:00;;2007;26
OGC Nice;LOSC Lille;2;1;24/02/2007;20:00;;2007;26
Stade Rennais FC;CS Sedan;0;2;24/02/2007;20:00;;2007;26
ESTAC Troyes;FC Lorient;3;0;24/02/2007;20:00;;2007;26
RC Lens;AS Nancy-Lorraine;2;2;25/02/2007;18:00;;2007;26
Girondins de Bordeaux;Valenciennes FC;2;1;25/02/2007;19:00;;2007;26
Paris Saint-Germain;AS Saint-Etienne;0;2;25/02/2007;21:00;;2007;26
AS Saint-Etienne;Olympique Lyonnais;1;3;03/03/2007;17:10;;2007;27
AJ Auxerre;Stade Rennais FC;1;0;03/03/2007;20:00;;2007;27
LOSC Lille;ESTAC Troyes;4;0;03/03/2007;20:00;;2007;27
FC Lorient;OGC Nice;0;0;03/03/2007;20:00;;2007;27
AS Monaco;Girondins de Bordeaux;0;0;03/03/2007;20:00;;2007;27
AS Nancy-Lorraine;Le Mans FC;1;1;03/03/2007;20:00;;2007;27
CS Sedan;Paris Saint-Germain;2;0;03/03/2007;20:00;;2007;27
Valenciennes FC;Toulouse FC;0;0;03/03/2007;20:00;;2007;27
FC Sochaux-Montbéliard;FC Nantes;1;2;04/03/2007;18:00;;2007;27
Olympique de Marseille;RC Lens;0;1;04/03/2007;21:00;;2007;27
Toulouse FC;AS Monaco;1;1;10/03/2007;17:10;;2007;28
Girondins de Bordeaux;FC Sochaux-Montbéliard;2;0;10/03/2007;20:00;;2007;28
Le Mans FC;AS Saint-Etienne;2;1;10/03/2007;20:00;;2007;28
FC Lorient;LOSC Lille;0;0;10/03/2007;20:00;;2007;28
FC Nantes;AS Nancy-Lorraine;2;1;10/03/2007;20:00;;2007;28
OGC Nice;Stade Rennais FC;1;1;10/03/2007;20:00;;2007;28
ESTAC Troyes;Valenciennes FC;1;3;10/03/2007;20:00;;2007;28
RC Lens;CS Sedan;1;1;11/03/2007;18:00;;2007;28
Paris Saint-Germain;AJ Auxerre;0;1;11/03/2007;18:00;;2007;28
Olympique Lyonnais;Olympique de Marseille;1;1;11/03/2007;21:00;;2007;28
FC Sochaux-Montbéliard;Toulouse FC;4;2;17/03/2007;17:10;;2007;29
LOSC Lille;Le Mans FC;0;2;17/03/2007;20:00;;2007;29
Olympique de Marseille;OGC Nice;3;0;17/03/2007;20:00;;2007;29
AS Monaco;FC Nantes;2;1;17/03/2007;20:00;;2007;29
AS Nancy-Lorraine;Olympique Lyonnais;0;3;17/03/2007;20:00;;2007;29
AS Saint-Etienne;ESTAC Troyes;3;1;17/03/2007;20:00;;2007;29
CS Sedan;Girondins de Bordeaux;1;1;17/03/2007;20:00;;2007;29
Valenciennes FC;FC Lorient;0;0;17/03/2007;20:00;;2007;29
AJ Auxerre;RC Lens;1;0;18/03/2007;18:00;;2007;29
Stade Rennais FC;Paris Saint-Germain;1;0;18/03/2007;21:00;;2007;29
FC Lorient;Olympique de Marseille;2;1;31/03/2007;17:10;;2007;30
FC Nantes;CS Sedan;0;1;01/04/2007;14:00;;2007;30
Le Mans FC;AJ Auxerre;2;2;01/04/2007;16:00;;2007;30
LOSC Lille;Valenciennes FC;0;2;01/04/2007;16:00;;2007;30
OGC Nice;AS Monaco;1;1;01/04/2007;16:00;;2007;30
Toulouse FC;AS Saint-Etienne;1;0;01/04/2007;16:00;;2007;30
ESTAC Troyes;FC Sochaux-Montbéliard;0;1;01/04/2007;16:00;;2007;30
RC Lens;Paris Saint-Germain;1;2;01/04/2007;21:00;;2007;30
Girondins de Bordeaux;AS Nancy-Lorraine;3;0;18/04/2007;19:00;;2007;30
Olympique Lyonnais;Stade Rennais FC;0;0;18/04/2007;19:00;;2007;30
Valenciennes FC;Olympique Lyonnais;0;0;07/04/2007;17:10;;2007;31
AJ Auxerre;Girondins de Bordeaux;0;0;07/04/2007;20:00;;2007;31
AS Monaco;ESTAC Troyes;0;0;07/04/2007;20:00;;2007;31
AS Nancy-Lorraine;FC Lorient;0;1;07/04/2007;20:00;;2007;31
Paris Saint-Germain;Le Mans FC;2;1;07/04/2007;20:00;;2007;31
Stade Rennais FC;RC Lens;1;0;07/04/2007;20:00;;2007;31
AS Saint-Etienne;FC Nantes;2;1;07/04/2007;20:00;;2007;31
FC Sochaux-Montbéliard;OGC Nice;1;1;07/04/2007;20:00;;2007;31
CS Sedan;Toulouse FC;0;2;08/04/2007;18:00;;2007;31
Olympique de Marseille;LOSC Lille;4;1;08/04/2007;21:00;;2007;31
Girondins de Bordeaux;Paris Saint-Germain;0;0;14/04/2007;17:10;;2007;32
Le Mans FC;Stade Rennais FC;0;0;14/04/2007;20:00;;2007;32
LOSC Lille;FC Sochaux-Montbéliard;2;0;14/04/2007;20:00;;2007;32
FC Lorient;AS Monaco;0;0;14/04/2007;20:00;;2007;32
FC Nantes;RC Lens;0;0;14/04/2007;20:00;;2007;32
Toulouse FC;AJ Auxerre;2;0;14/04/2007;20:00;;2007;32
ESTAC Troyes;AS Nancy-Lorraine;0;0;14/04/2007;20:00;;2007;32
Valenciennes FC;Olympique de Marseille;0;0;14/04/2007;20:00;;2007;32
OGC Nice;AS Saint-Etienne;2;1;15/04/2007;18:00;;2007;32
Olympique Lyonnais;CS Sedan;1;0;15/04/2007;21:00;;2007;32
Paris Saint-Germain;FC Nantes;4;0;21/04/2007;17:10;;2007;33
RC Lens;Le Mans FC;2;0;21/04/2007;20:00;;2007;33
Olympique de Marseille;ESTAC Troyes;2;1;21/04/2007;20:00;;2007;33
AS Monaco;LOSC Lille;3;1;21/04/2007;20:00;;2007;33
AS Nancy-Lorraine;Valenciennes FC;1;0;21/04/2007;20:00;;2007;33
Stade Rennais FC;Toulouse FC;3;2;21/04/2007;20:00;;2007;33
CS Sedan;OGC Nice;1;1;21/04/2007;20:00;;2007;33
FC Sochaux-Montbéliard;FC Lorient;1;1;21/04/2007;20:00;;2007;33
AJ Auxerre;Olympique Lyonnais;0;0;22/04/2007;18:00;;2007;33
AS Saint-Etienne;Girondins de Bordeaux;0;2;22/04/2007;21:05;;2007;33
Toulouse FC;Paris Saint-Germain;1;3;28/04/2007;17:10;;2007;34
LOSC Lille;AS Nancy-Lorraine;0;1;28/04/2007;20:00;;2007;34
FC Lorient;AS Saint-Etienne;0;0;28/04/2007;20:00;;2007;34
Olympique Lyonnais;Le Mans FC;2;1;28/04/2007;20:00;;2007;34
