club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
AS Béziers;FC Sète 34;2;0;09/04/1960;;;1960;33
CA Paris;Red Star  F.C;1;2;10/04/1960;;;1960;33
Besançon RC;Forbach;1;3;10/04/1960;;;1960;33
AS Cannes;GF38;0;3;10/04/1960;;;1960;33
AS Aixoise;Olympique de Marseille;1;2;10/04/1960;;;1960;33
SO Montpelliérain;Olympique d'Alès;2;0;10/04/1960;;;1960;33
Red Star  F.C;FC Metz;2;1;16/04/1960;;;1960;34
Olympique d'Alès;FC Rouen 1899;1;0;16/04/1960;;;1960;34
Forbach;AS Cannes;6;0;17/04/1960;;;1960;34
FC Nancy;FC Nantes;2;1;17/04/1960;;;1960;34
LOSC Lille;SO Montpelliérain;5;1;17/04/1960;;;1960;34
US Boulogne CO;AS Béziers;2;0;17/04/1960;;;1960;34
Troyes ASTS;Olympique de Marseille;3;2;17/04/1960;;;1960;34
GF38;RC Roubaix;0;0;17/04/1960;;;1960;34
AS Aixoise;CA Paris;0;1;17/04/1960;;;1960;34
FC Sète 34;Besançon RC;0;0;17/04/1960;;;1960;34
FC Metz;US Boulogne CO;4;2;30/04/1960;;;1960;35
FC Rouen 1899;FC Sète 34;4;1;30/04/1960;;;1960;35
AS Béziers;Forbach;3;3;30/04/1960;;;1960;35
RC Roubaix;Troyes ASTS;3;0;01/05/1960;;;1960;35
FC Nantes;Red Star  F.C;5;1;01/05/1960;;;1960;35
Besançon RC;LOSC Lille;3;4;01/05/1960;;;1960;35
CA Paris;Olympique d'Alès;2;1;01/05/1960;;;1960;35
AS Cannes;AS Aixoise;3;1;01/05/1960;;;1960;35
Olympique de Marseille;FC Nancy;2;1;01/05/1960;;;1960;35
SO Montpelliérain;GF38;0;1;01/05/1960;;;1960;35
FC Nantes;AS Aixoise;2;1;07/05/1960;;;1960;36
FC Rouen 1899;Olympique de Marseille;2;0;07/05/1960;;;1960;36
Forbach;RC Roubaix;0;0;08/05/1960;;;1960;36
FC Nancy;SO Montpelliérain;1;0;08/05/1960;;;1960;36
LOSC Lille;AS Béziers;0;0;08/05/1960;;;1960;36
US Boulogne CO;Olympique d'Alès;0;3;08/05/1960;;;1960;36
Red Star  F.C;Besançon RC;3;1;08/05/1960;;;1960;36
Troyes ASTS;FC Metz;2;0;08/05/1960;;;1960;36
GF38;CA Paris;1;0;08/05/1960;;;1960;36
FC Sète 34;AS Cannes;3;1;08/05/1960;;;1960;36
FC Metz;FC Sète 34;4;0;21/05/1960;;;1960;37
GF38;Forbach;2;0;21/05/1960;;;1960;37
Olympique de Marseille;LOSC Lille;3;6;21/05/1960;;;1960;37
Olympique d'Alès;Besançon RC;1;0;21/05/1960;;;1960;37
RC Roubaix;AS Cannes;3;1;22/05/1960;;;1960;37
CA Paris;FC Nantes;3;1;22/05/1960;;;1960;37
Troyes ASTS;FC Nancy;1;0;22/05/1960;;;1960;37
AS Aixoise;US Boulogne CO;1;1;22/05/1960;;;1960;37
SO Montpelliérain;FC Rouen 1899;2;0;22/05/1960;;;1960;37
AS Béziers;Red Star  F.C;1;2;22/05/1960;;;1960;37
FC Nantes;US Boulogne CO;4;2;28/05/1960;;;1960;38
AS Cannes;CA Paris;3;2;28/05/1960;;;1960;38
Olympique d'Alès;AS Béziers;0;0;28/05/1960;;;1960;38
Forbach;SO Montpelliérain;0;1;29/05/1960;;;1960;38
FC Nancy;RC Roubaix;5;1;29/05/1960;;;1960;38
LOSC Lille;FC Metz;2;3;29/05/1960;;;1960;38
Red Star  F.C;Troyes ASTS;1;1;29/05/1960;;;1960;38
Besançon RC;FC Rouen 1899;1;0;29/05/1960;;;1960;38
AS Aixoise;GF38;0;4;29/05/1960;;;1960;38
FC Sète 34;Olympique de Marseille;1;0;29/05/1960;;;1960;38
FC Metz;RC Roubaix;4;1;20/08/1960;;;1961;1
RC Strasbourg;AS Cannes;4;0;21/08/1960;;;1961;1
Besançon RC;Olympique d'Alès;2;0;21/08/1960;;;1961;1
LOSC Lille;AS Aixoise;3;1;21/08/1960;;;1961;1
CA Paris;SC Toulon;0;1;21/08/1960;;;1961;1
FC Nantes;AS Béziers;0;0;21/08/1960;;;1961;1
Olympique de Marseille;Girondins de Bordeaux;2;2;21/08/1960;;;1961;1
SO Montpelliérain;FC Sochaux-Montbéliard;1;0;21/08/1960;;;1961;1
AS Cherbourg;Forbach;1;1;21/08/1960;;;1961;1
AS Béziers;SC Toulon;1;1;27/08/1960;;;1961;2
Olympique d'Alès;LOSC Lille;1;3;27/08/1960;;;1961;2
AS Cannes;FC Nantes;3;2;27/08/1960;;;1961;2
AS Cherbourg;RC Strasbourg;2;2;28/08/1960;;;1961;2
AS Aixoise;Besançon RC;3;2;28/08/1960;;;1961;2
US Boulogne CO;SO Montpelliérain;2;1;28/08/1960;;;1961;2
Forbach;Olympique de Marseille;1;3;28/08/1960;;;1961;2
Girondins de Bordeaux;CA Paris;2;2;28/08/1960;;;1961;2
RC Roubaix;FC Sochaux-Montbéliard;1;1;28/08/1960;;;1961;2
FC Metz;AS Aixoise;2;1;03/09/1960;;;1961;3
FC Nantes;Besançon RC;4;1;03/09/1960;;;1961;3
FC Sochaux-Montbéliard;AS Cannes;2;1;03/09/1960;;;1961;3
LOSC Lille;Forbach;2;0;04/09/1960;;;1961;3
RC Strasbourg;Olympique d'Alès;4;0;04/09/1960;;;1961;3
SC Toulon;RC Roubaix;0;3;04/09/1960;;;1961;3
CA Paris;US Boulogne CO;2;3;04/09/1960;;;1961;3
Girondins de Bordeaux;AS Béziers;2;2;04/09/1960;;;1961;3
SO Montpelliérain;AS Cherbourg;3;1;04/09/1960;;;1961;3
AS Cannes;Girondins de Bordeaux;1;1;10/09/1960;;;1961;4
AS Béziers;CA Paris;1;0;10/09/1960;;;1961;4
Olympique d'Alès;RC Roubaix;3;0;10/09/1960;;;1961;4
US Boulogne CO;RC Strasbourg;4;3;11/09/1960;;;1961;4
SO Montpelliérain;Olympique de Marseille;1;0;11/09/1960;;;1961;4
AS Cherbourg;FC Metz;1;2;11/09/1960;;;1961;4
AS Aixoise;FC Nantes;0;4;11/09/1960;;;1961;4
Besançon RC;SC Toulon;3;1;11/09/1960;;;1961;4
Forbach;FC Sochaux-Montbéliard;0;4;11/09/1960;;;1961;4
FC Metz;US Boulogne CO;2;0;17/09/1960;;;1961;5
FC Nantes;AS Cherbourg;2;0;17/09/1960;;;1961;5
RC Strasbourg;AS Aixoise;2;1;17/09/1960;;;1961;5
AS Cannes;Olympique d'Alès;3;0;17/09/1960;;;1961;5
Girondins de Bordeaux;LOSC Lille;1;1;18/09/1960;;;1961;5
CA Paris;SO Montpelliérain;0;2;18/09/1960;;;1961;5
RC Roubaix;AS Béziers;1;1;18/09/1960;;;1961;5
Olympique de Marseille;Besançon RC;1;0;18/09/1960;;;1961;5
SC Toulon;Forbach;0;3;18/09/1960;;;1961;5
FC Sochaux-Montbéliard;FC Metz;1;0;24/09/1960;;;1961;6
AS Béziers;SO Montpelliérain;1;2;25/09/1960;;;1961;6
US Boulogne CO;FC Nantes;10;2;25/09/1960;;;1961;6
LOSC Lille;Besançon RC;4;2;25/09/1960;;;1961;6
SC Toulon;RC Strasbourg;0;0;25/09/1960;;;1961;6
Forbach;Girondins de Bordeaux;1;1;25/09/1960;;;1961;6
Olympique d'Alès;Olympique de Marseille;1;1;25/09/1960;;;1961;6
AS Cherbourg;AS Cannes;6;1;25/09/1960;;;1961;6
AS Aixoise;CA Paris;0;0;25/09/1960;;;1961;6
FC Metz;Forbach;3;3;01/10/1960;;;1961;7
FC Nantes;Girondins de Bordeaux;1;1;01/10/1960;;;1961;7
SO Montpelliérain;Olympique d'Alès;2;0;02/10/1960;;;1961;7
RC Roubaix;LOSC Lille;4;0;02/10/1960;;;1961;7
RC Strasbourg;AS Béziers;2;2;02/10/1960;;;1961;7
US Boulogne CO;AS Cherbourg;0;2;02/10/1960;;;1961;7
Besançon RC;FC Sochaux-Montbéliard;2;2;02/10/1960;;;1961;7
AS Aixoise;Olympique de Marseille;0;1;02/10/1960;;;1961;7
AS Cannes;SC Toulon;4;1;02/10/1960;;;1961;7
FC Sochaux-Montbéliard;CA Paris;2;1;08/10/1960;;;1961;8
Girondins de Bordeaux;Olympique d'Alès;3;0;08/10/1960;;;1961;8
RC Strasbourg;SO Montpelliérain;3;1;09/10/1960;;;1961;8
FC Nantes;FC Metz;3;1;09/10/1960;;;1961;8
AS Cherbourg;LOSC Lille;2;1;09/10/1960;;;1961;8
Olympique de Marseille;SC Toulon;0;1;09/10/1960;;;1961;8
AS Béziers;US Boulogne CO;2;0;09/10/1960;;;1961;8
RC Roubaix;AS Cannes;1;1;09/10/1960;;;1961;8
Forbach;AS Aixoise;3;0;09/10/1960;;;1961;8
FC Metz;Girondins de Bordeaux;3;1;15/10/1960;;;1961;9
SO Montpelliérain;Forbach;1;1;16/10/1960;;;1961;9
Besançon RC;RC Strasbourg;2;1;16/10/1960;;;1961;9
SC Toulon;FC Sochaux-Montbéliard;2;2;16/10/1960;;;1961;9
CA Paris;FC Nantes;2;1;16/10/1960;;;1961;9
LOSC Lille;AS Béziers;1;1;16/10/1960;;;1961;9
AS Cannes;Olympique de Marseille;3;0;16/10/1960;;;1961;9
AS Cherbourg;RC Roubaix;2;0;16/10/1960;;;1961;9
Olympique d'Alès;US Boulogne CO;0;2;16/10/1960;;;1961;9
Girondins de Bordeaux;Besançon RC;3;1;22/10/1960;;;1961;10
FC Sochaux-Montbéliard;LOSC Lille;2;1;23/10/1960;;;1961;10
AS Cannes;FC Metz;0;2;23/10/1960;;;1961;10
RC Strasbourg;CA Paris;1;0;23/10/1960;;;1961;10
AS Béziers;AS Cherbourg;4;2;23/10/1960;;;1961;10
Olympique de Marseille;FC Nantes;3;1;23/10/1960;;;1961;10
US Boulogne CO;SC Toulon;3;1;23/10/1960;;;1961;10
Forbach;Olympique d'Alès;5;0;23/10/1960;;;1961;10
RC Roubaix;AS Aixoise;1;0;23/10/1960;;;1961;10
AS Aixoise;AS Cannes;2;1;29/10/1960;;;1961;11
FC Nantes;RC Strasbourg;0;1;30/10/1960;;;1961;11
AS Cherbourg;FC Sochaux-Montbéliard;1;0;30/10/1960;;;1961;11
SO Montpelliérain;SC Toulon;4;0;30/10/1960;;;1961;11
FC Metz;Olympique de Marseille;1;1;30/10/1960;;;1961;11
LOSC Lille;US Boulogne CO;3;0;30/10/1960;;;1961;11
Olympique d'Alès;AS Béziers;0;1;30/10/1960;;;1961;11
Besançon RC;Forbach;2;0;30/10/1960;;;1961;11
CA Paris;RC Roubaix;1;1;30/10/1960;;;1961;11
RC Roubaix;Besançon RC;2;0;01/07/1960;;;1961;12
AS Cannes;CA Paris;2;1;01/07/1960;;;1961;12
Olympique de Marseille;RC Strasbourg;0;0;01/11/1960;;;1961;12
FC Nantes;SO Montpelliérain;5;2;01/11/1960;;;1961;12
FC Metz;LOSC Lille;1;0;01/11/1960;;;1961;12
AS Béziers;AS Aixoise;2;1;01/11/1960;;;1961;12
FC Sochaux-Montbéliard;Olympique d'Alès;1;1;01/11/1960;;;1961;12
US Boulogne CO;Girondins de Bordeaux;3;1;01/11/1960;;;1961;12
SC Toulon;AS Cherbourg;1;1;01/11/1960;;;1961;12
Girondins de Bordeaux;AS Cherbourg;1;0;05/11/1960;;;1961;13
SO Montpelliérain;FC Metz;2;0;06/11/1960;;;1961;13
AS Béziers;AS Cannes;3;3;06/11/1960;;;1961;13
AS Aixoise;FC Sochaux-Montbéliard;0;0;06/11/1960;;;1961;13
Besançon RC;US Boulogne CO;1;1;06/11/1960;;;1961;13
LOSC Lille;SC Toulon;1;1;06/11/1960;;;1961;13
Forbach;RC Roubaix;3;2;06/11/1960;;;1961;13
CA Paris;Olympique de Marseille;0;1;06/11/1960;;;1961;13
Olympique d'Alès;FC Nantes;5;0;06/11/1960;;;1961;13
SO Montpelliérain;Girondins de Bordeaux;1;1;11/11/1960;;;1961;14
RC Roubaix;RC Strasbourg;1;0;11/11/1960;;;1961;14
FC Metz;CA Paris;0;0;11/11/1960;;;1961;14
FC Sochaux-Montbéliard;US Boulogne CO;3;0;11/11/1960;;;1961;14
Olympique de Marseille;LOSC Lille;1;1;11/11/1960;;;1961;14
AS Cannes;Besançon RC;4;0;11/11/1960;;;1961;14
AS Cherbourg;Olympique d'Alès;0;3;11/11/1960;;;1961;14
FC Nantes;Forbach;1;0;11/11/1960;;;1961;14
SC Toulon;AS Aixoise;2;1;11/11/1960;;;1961;14
AS Aixoise;SO Montpelliérain;0;0;13/11/1960;;;1961;15
RC Strasbourg;FC Sochaux-Montbéliard;4;0;13/11/1960;;;1961;15
Olympique de Marseille;AS Béziers;2;1;13/11/1960;;;1961;15
Besançon RC;FC Metz;1;1;13/11/1960;;;1961;15
US Boulogne CO;AS Cannes;1;0;13/11/1960;;;1961;15
LOSC Lille;FC Nantes;2;1;13/11/1960;;;1961;15
Forbach;CA Paris;0;1;13/11/1960;;;1961;15
Olympique d'Alès;SC Toulon;2;0;13/11/1960;;;1961;15
Girondins de Bordeaux;RC Roubaix;2;0;14/12/1960;;;1961;15
FC Metz;Olympique d'Alès;3;0;19/11/1960;;;1961;16
SO Montpelliérain;Besançon RC;5;0;20/11/1960;;;1961;16
RC Strasbourg;Girondins de Bordeaux;2;2;20/11/1960;;;1961;16
FC Sochaux-Montbéliard;AS Béziers;3;0;20/11/1960;;;1961;16
Olympique de Marseille;US Boulogne CO;4;0;20/11/1960;;;1961;16
CA Paris;LOSC Lille;1;1;20/11/1960;;;1961;16
AS Cannes;Forbach;2;1;20/11/1960;;;1961;16
RC Roubaix;FC Nantes;3;0;20/11/1960;;;1961;16
AS Cherbourg;AS Aixoise;2;1;20/11/1960;;;1961;16
LOSC Lille;SO Montpelliérain;2;0;27/11/1960;;;1961;17
AS Béziers;FC Metz;0;0;27/11/1960;;;1961;17
Olympique de Marseille;AS Cherbourg;2;1;27/11/1960;;;1961;17
FC Nantes;FC Sochaux-Montbéliard;0;1;27/11/1960;;;1961;17
Forbach;RC Strasbourg;0;2;27/11/1960;;;1961;17
US Boulogne CO;RC Roubaix;4;0;27/11/1960;;;1961;17
Girondins de Bordeaux;SC Toulon;2;0;27/11/1960;;;1961;17
Besançon RC;CA Paris;1;2;27/11/1960;;;1961;17
Olympique d'Alès;AS Aixoise;1;0;27/11/1960;;;1961;17
RC Strasbourg;LOSC Lille;1;0;04/12/1960;;;1961;18
AS Cannes;SO Montpelliérain;2;1;04/12/1960;;;1961;18
FC Sochaux-Montbéliard;Girondins de Bordeaux;2;0;04/12/1960;;;1961;18
SC Toulon;FC Metz;2;0;04/12/1960;;;1961;18
AS Aixoise;US Boulogne CO;1;3;04/12/1960;;;1961;18
Forbach;AS Béziers;2;2;04/12/1960;;;1961;18
CA Paris;Olympique d'Alès;1;0;04/12/1960;;;1961;18
RC Roubaix;Olympique de Marseille;2;1;28/12/1960;;;1961;18
AS Cherbourg;Besançon RC;0;0;04/01/1961;;;1961;18
Girondins de Bordeaux;AS Aixoise;2;1;10/12/1960;;;1961;19
FC Metz;RC Strasbourg;1;1;11/12/1960;;;1961;19
Olympique de Marseille;FC Sochaux-Montbéliard;0;2;11/12/1960;;;1961;19
SO Montpelliérain;RC Roubaix;1;0;11/12/1960;;;1961;19
US Boulogne CO;Forbach;4;1;11/12/1960;;;1961;19
LOSC Lille;AS Cannes;1;1;11/12/1960;;;1961;19
Besançon RC;AS Béziers;3;4;11/12/1960;;;1961;19
AS Cherbourg;CA Paris;2;3;11/12/1960;;;1961;19
SC Toulon;FC Nantes;0;1;11/12/1960;;;1961;19
RC Strasbourg;US Boulogne CO;5;0;25/12/1960;;;1961;20
RC Roubaix;SO Montpelliérain;1;1;25/12/1960;;;1961;20
LOSC Lille;CA Paris;1;0;25/12/1960;;;1961;20
AS Cannes;AS Cherbourg;3;0;25/12/1960;;;1961;20
FC Nantes;SC Toulon;0;0;25/12/1960;;;1961;20
Olympique d'Alès;Besançon RC;3;1;25/12/1960;;;1961;20
FC Sochaux-Montbéliard;Forbach;4;0;25/01/1961;;;1961;20
AS Aixoise;FC Metz;0;4;25/01/1961;;;1961;20
AS Béziers;Girondins de Bordeaux;1;1;26/01/1961;;;1961;20
CA Paris;AS Béziers;0;0;31/12/1960;;;1961;21
Olympique d'Alès;RC Strasbourg;0;0;01/01/1961;;;1961;21
FC Metz;FC Sochaux-Montbéliard;1;1;01/01/1961;;;1961;21
SO Montpelliérain;AS Aixoise;4;1;01/01/1961;;;1961;21
Forbach;LOSC Lille;3;1;01/01/1961;;;1961;21
Olympique de Marseille;AS Cannes;6;1;01/01/1961;;;1961;21
Besançon RC;Girondins de Bordeaux;1;1;01/01/1961;;;1961;21
AS Cherbourg;FC Nantes;1;4;01/01/1961;;;1961;21
SC Toulon;US Boulogne CO;2;0;19/01/1961;;;1961;21
Girondins de Bordeaux;RC Strasbourg;1;0;08/01/1961;;;1961;22
FC Sochaux-Montbéliard;Olympique de Marseille;1;1;08/01/1961;;;1961;22
LOSC Lille;FC Metz;2;2;08/01/1961;;;1961;22
US Boulogne CO;Besançon RC;3;0;08/01/1961;;;1961;22
AS Béziers;FC Nantes;1;0;08/01/1961;;;1961;22
AS Cannes;RC Roubaix;5;3;08/01/1961;;;1961;22
AS Aixoise;AS Cherbourg;0;0;08/01/1961;;;1961;22
SC Toulon;CA Paris;2;1;08/01/1961;;;1961;22
Forbach;SO Montpelliérain;2;1;01/02/1961;;;1961;22
CA Paris;AS Cannes;0;5;22/01/1961;;;1961;23
RC Strasbourg;Forbach;2;0;23/01/1961;;;1961;23
FC Sochaux-Montbéliard;RC Roubaix;2;0;23/01/1961;;;1961;23
SO Montpelliérain;US Boulogne CO;1;0;23/01/1961;;;1961;23
LOSC Lille;Girondins de Bordeaux;2;1;23/01/1961;;;1961;23
FC Nantes;Olympique de Marseille;3;1;23/01/1961;;;1961;23
FC Metz;SC Toulon;3;1;23/01/1961;;;1961;23
Olympique d'Alès;AS Cherbourg;0;0;23/01/1961;;;1961;23
AS Aixoise;AS Béziers;1;1;23/01/1961;;;1961;23
AS Béziers;FC Sochaux-Montbéliard;1;1;29/01/1961;;;1961;24
SO Montpelliérain;AS Cannes;3;1;29/01/1961;;;1961;24
Girondins de Bordeaux;FC Metz;2;1;29/01/1961;;;1961;24
FC Nantes;LOSC Lille;1;1;29/01/1961;;;1961;24
Forbach;US Boulogne CO;5;0;29/01/1961;;;1961;24
Olympique de Marseille;Olympique d'Alès;2;2;29/01/1961;;;1961;24
RC Roubaix;CA Paris;3;1;29/01/1961;;;1961;24
AS Cherbourg;SC Toulon;4;0;29/01/1961;;;1961;24
Besançon RC;AS Aixoise;3;3;29/01/1961;;;1961;24
FC Sochaux-Montbéliard;FC Nantes;3;2;05/02/1961;;;1961;25
SC Toulon;SO Montpelliérain;0;1;05/02/1961;;;1961;25
RC Strasbourg;Besançon RC;3;0;05/02/1961;;;1961;25
FC Metz;AS Cherbourg;2;0;05/02/1961;;;1961;25
Girondins de Bordeaux;Olympique de Marseille;2;2;05/02/1961;;;1961;25
AS Cannes;AS Béziers;5;0;05/02/1961;;;1961;25
US Boulogne CO;Olympique d'Alès;5;2;05/02/1961;;;1961;25
AS Aixoise;RC Roubaix;2;3;05/02/1961;;;1961;25
CA Paris;Forbach;0;1;05/02/1961;;;1961;25
Olympique d'Alès;FC Sochaux-Montbéliard;0;0;19/02/1961;;;1961;26
SO Montpelliérain;CA Paris;3;0;19/02/1961;;;1961;26
RC Strasbourg;Olympique de Marseille;4;2;19/02/1961;;;1961;26
RC Roubaix;FC Metz;2;1;19/02/1961;;;1961;26
SC Toulon;Girondins de Bordeaux;4;1;19/02/1961;;;1961;26
AS Cherbourg;AS Béziers;1;0;19/02/1961;;;1961;26
AS Aixoise;LOSC Lille;1;0;19/02/1961;;;1961;26
Besançon RC;FC Nantes;1;2;19/02/1961;;;1961;26
Forbach;AS Cannes;0;0;22/02/1961;;;1961;26
FC Sochaux-Montbéliard;SC Toulon;1;4;26/02/1961;;;1961;27
Girondins de Bordeaux;SO Montpelliérain;2;0;26/02/1961;;;1961;27
AS Cannes;RC Strasbourg;2;1;26/02/1961;;;1961;27
US Boulogne CO;FC Metz;1;4;26/02/1961;;;1961;27
AS Béziers;Olympique d'Alès;2;2;26/02/1961;;;1961;27
Olympique de Marseille;RC Roubaix;3;1;26/02/1961;;;1961;27
LOSC Lille;AS Cherbourg;1;1;26/02/1961;;;1961;27
FC Nantes;AS Aixoise;3;0;26/02/1961;;;1961;27
CA Paris;Besançon RC;1;3;26/02/1961;;;1961;27
SC Toulon;AS Béziers;1;3;11/03/1961;;;1961;28
LOSC Lille;FC Sochaux-Montbéliard;1;0;12/03/1961;;;1961;28
Besançon RC;SO Montpelliérain;0;1;12/03/1961;;;1961;28
AS Aixoise;RC Strasbourg;1;0;12/03/1961;;;1961;28
FC Metz;AS Cannes;3;2;12/03/1961;;;1961;28
Olympique d'Alès;Girondins de Bordeaux;1;3;12/03/1961;;;1961;28
AS Cherbourg;Olympique de Marseille;0;1;12/03/1961;;;1961;28
US Boulogne CO;CA Paris;2;1;12/03/1961;;;1961;28
RC Roubaix;Forbach;5;3;12/03/1961;;;1961;28
Girondins de Bordeaux;US Boulogne CO;0;2;18/03/1961;;;1961;29
SO Montpelliérain;LOSC Lille;6;1;19/03/1961;;;1961;29
FC Sochaux-Montbéliard;AS Cherbourg;2;1;19/03/1961;;;1961;29
Olympique de Marseille;FC Metz;2;2;19/03/1961;;;1961;29
RC Strasbourg;RC Roubaix;3;1;19/03/1961;;;1961;29
Olympique d'Alès;AS Cannes;1;0;19/03/1961;;;1961;29
Forbach;FC Nantes;0;1;19/03/1961;;;1961;29
SC Toulon;Besançon RC;0;0;19/03/1961;;;1961;29
CA Paris;AS Aixoise;0;1;19/03/1961;;;1961;29
SO Montpelliérain;AS Béziers;5;0;02/04/1961;;;1961;30
RC Strasbourg;SC Toulon;4;0;02/04/1961;;;1961;30
US Boulogne CO;Olympique de Marseille;0;2;02/04/1961;;;1961;30
Besançon RC;LOSC Lille;2;2;02/04/1961;;;1961;30
FC Nantes;Olympique d'Alès;1;3;02/04/1961;;;1961;30
RC Roubaix;AS Cherbourg;0;0;02/04/1961;;;1961;30
AS Aixoise;Forbach;3;0;02/04/1961;;;1961;30
CA Paris;Girondins de Bordeaux;3;2;03/04/1961;;;1961;30
AS Cannes;FC Sochaux-Montbéliard;2;1;19/04/1961;;;1961;30
LOSC Lille;RC Roubaix;1;0;08/04/1961;;;1961;31
Olympique d'Alès;SO Montpelliérain;0;2;09/04/1961;;;1961;31
AS Béziers;RC Strasbourg;4;2;09/04/1961;;;1961;31
FC Sochaux-Montbéliard;Besançon RC;4;1;09/04/1961;;;1961;31
Forbach;FC Metz;1;1;09/04/1961;;;1961;31
Girondins de Bordeaux;FC Nantes;2;2;09/04/1961;;;1961;31
Olympique de Marseille;AS Aixoise;2;2;09/04/1961;;;1961;31
SC Toulon;AS Cannes;0;1;09/04/1961;;;1961;31
AS Cherbourg;US Boulogne CO;2;0;09/04/1961;;;1961;31
FC Metz;SO Montpelliérain;1;0;22/04/1961;;;1961;32
Girondins de Bordeaux;FC Sochaux-Montbéliard;1;2;23/04/1961;;;1961;32
CA Paris;RC Strasbourg;1;2;23/04/1961;;;1961;32
AS Cannes;US Boulogne CO;3;0;23/04/1961;;;1961;32
Besançon RC;Olympique de Marseille;2;1;23/04/1961;;;1961;32
LOSC Lille;Olympique d'Alès;2;0;23/04/1961;;;1961;32
AS Béziers;Forbach;4;1;23/04/1961;;;1961;32
FC Nantes;RC Roubaix;3;1;23/04/1961;;;1961;32
AS Aixoise;SC Toulon;2;1;23/04/1961;;;1961;32
Olympique d'Alès;CA Paris;1;2;29/04/1961;;;1961;33
SO Montpelliérain;FC Nantes;3;0;30/04/1961;;;1961;33
RC Strasbourg;FC Metz;0;1;30/04/1961;;;1961;33
Besançon RC;AS Cannes;7;4;30/04/1961;;;1961;33
AS Béziers;Olympique de Marseille;1;0;30/04/1961;;;1961;33
SC Toulon;LOSC Lille;1;1;30/04/1961;;;1961;33
RC Roubaix;Girondins de Bordeaux;0;2;30/04/1961;;;1961;33
US Boulogne CO;AS Aixoise;2;1;30/04/1961;;;1961;33
Forbach;AS Cherbourg;6;3;30/04/1961;;;1961;33
AS Cannes;AS Aixoise;2;2;06/05/1961;;;1961;34
FC Metz;Besançon RC;7;0;10/05/1961;;;1961;34
FC Nantes;US Boulogne CO;2;1;10/05/1961;;;1961;34
CA Paris;AS Cherbourg;1;1;10/05/1961;;;1961;34
Olympique de Marseille;SO Montpelliérain;4;1;11/05/1961;;;1961;34
FC Sochaux-Montbéliard;RC Strasbourg;0;2;11/05/1961;;;1961;34
AS Béziers;LOSC Lille;1;1;11/05/1961;;;1961;34
Girondins de Bordeaux;Forbach;5;2;11/05/1961;;;1961;34
RC Roubaix;Olympique d'Alès;6;2;11/05/1961;;;1961;34
Olympique d'Alès;FC Metz;1;2;13/05/1961;;;1961;35
FC Nantes;AS Cannes;1;1;13/05/1961;;;1961;35
LOSC Lille;Olympique de Marseille;2;0;13/05/1961;;;1961;35
RC Strasbourg;AS Cherbourg;3;1;14/05/1961;;;1961;35
CA Paris;FC Sochaux-Montbéliard;2;1;14/05/1961;;;1961;35
AS Aixoise;Girondins de Bordeaux;2;4;14/05/1961;;;1961;35
US Boulogne CO;AS Béziers;2;2;14/05/1961;;;1961;35
Besançon RC;RC Roubaix;2;2;14/05/1961;;;1961;35
Forbach;SC Toulon;0;2;14/05/1961;;;1961;35
FC Metz;FC Nantes;1;3;20/05/1961;;;1961;36
LOSC Lille;RC Strasbourg;3;0;20/05/1961;;;1961;36
AS Béziers;Besançon RC;1;0;20/05/1961;;;1961;36
Olympique d'Alès;Forbach;2;0;20/05/1961;;;1961;36
AS Cherbourg;SO Montpelliérain;1;4;21/05/1961;;;1961;36
US Boulogne CO;FC Sochaux-Montbéliard;1;1;21/05/1961;;;1961;36
Girondins de Bordeaux;AS Cannes;2;0;21/05/1961;;;1961;36
Olympique de Marseille;CA Paris;2;0;21/05/1961;;;1961;36
RC Roubaix;SC Toulon;6;2;21/05/1961;;;1961;36
FC Metz;AS Béziers;2;1;27/05/1961;;;1961;37
AS Cannes;LOSC Lille;2;0;27/05/1961;;;1961;37
Olympique de Marseille;Forbach;2;0;27/05/1961;;;1961;37
FC Nantes;CA Paris;2;3;27/05/1961;;;1961;37
SO Montpelliérain;RC Strasbourg;2;0;28/05/1961;;;1961;37
FC Sochaux-Montbéliard;AS Aixoise;3;1;28/05/1961;;;1961;37
RC Roubaix;US Boulogne CO;0;3;28/05/1961;;;1961;37
Besançon RC;AS Cherbourg;3;1;28/05/1961;;;1961;37
SC Toulon;Olympique d'Alès;2;0;28/05/1961;;;1961;37
Forbach;Besançon RC;2;1;03/06/1961;;;1961;38
AS Aixoise;Olympique d'Alès;1;2;03/06/1961;;;1961;38
FC Sochaux-Montbéliard;SO Montpelliérain;3;0;04/06/1961;;;1961;38
CA Paris;FC Metz;0;5;04/06/1961;;;1961;38
RC Strasbourg;FC Nantes;6;3;04/06/1961;;;1961;38
AS Cherbourg;Girondins de Bordeaux;2;1;04/06/1961;;;1961;38
SC Toulon;Olympique de Marseille;0;0;04/06/1961;;;1961;38
US Boulogne CO;LOSC Lille;1;0;04/06/1961;;;1961;38
AS Béziers;RC Roubaix;3;2;04/06/1961;;;1961;38
AS Béziers;SC Toulon;1;1;19/08/1961;;;1962;1
Besançon RC;GF38;4;0;20/08/1961;;;1962;1
Limoges FC;AS Cannes;2;2;20/08/1961;;;1962;1
Forbach;Valenciennes FC;2;3;20/08/1961;;;1962;1
Troyes ASTS;LOSC Lille;3;1;20/08/1961;;;1962;1
